ID Year,Year,ID Detailed Occupation,Detailed Occupation,ID Workforce Status,Workforce Status,Total Population,Average Wage,Average Wage Appx MOE,Total Population MOE Appx,Record Count,CIP2,ID CIP2
2019,2019,1191XX,Office Management,TRUE,TRUE,6881,80271.8365,29180.57163,2440.400277,104,Cultural & Gender Studies,5
2019,2019,251000,Digital Marketing,TRUE,TRUE,7304,67679.99903,18238.11516,2368.079579,109,Cultural & Gender Studies,5
2019,2019,252020,Elementary & middle school teachers,TRUE,TRUE,6774,59390.87555,9941.030509,2020.634014,74,Cultural & Gender Studies,5
2019,2019,252030,Service,TRUE,TRUE,3446,58231.72403,13368.62697,1441.210651,37,Cultural & Gender Studies,5
2019,2019,271024,Graphic designers,TRUE,TRUE,443,54667.80594,25046.39759,753.9269281,8,Cultural & Gender Studies,5
2019,2019,1191XX,Office Management,TRUE,TRUE,13124,85546.5331,17516.64608,3212.571913,195,Language & Linguistics,16
2019,2019,251000,Digital Marketing,TRUE,TRUE,15190,64381.09087,5670.982902,4859.664554,407,Language & Linguistics,16
2019,2019,252020,Elementary & middle school teachers,TRUE,TRUE,23240,56069.96895,3842.681813,4475.666172,364,Language & Linguistics,16
2019,2019,252030,Service,TRUE,TRUE,16313,60284.08752,4049.513258,3982.192754,330,Language & Linguistics,16
2019,2019,271024,Graphic designers,TRUE,TRUE,569,60628.23023,31608.90981,585.6391174,7,Language & Linguistics,16
2019,2019,1191XX,Office Management,TRUE,TRUE,7549,88353.4483,32349.12569,1462.590266,40,Legal,22
2019,2019,251000,Digital Marketing,TRUE,TRUE,722,64148.40443,19788.93415,659.6936809,6,Legal,22
2019,2019,252020,Elementary & middle school teachers,TRUE,TRUE,1611,47876.29547,18782.25793,985.4173921,20,Legal,22
2019,2019,252030,Service,TRUE,TRUE,837,50551.90562,21256.53343,710.2909638,6,Legal,22
2019,2019,1191XX,Office Management,TRUE,TRUE,25630,84774.507,20320.20022,4296.397087,337,Math & Statistics,27
2019,2019,251000,Digital Marketing,TRUE,TRUE,30227,80013.07537,8046.675625,5973.788479,647,Math & Statistics,27
2019,2019,252020,Elementary & middle school teachers,TRUE,TRUE,26630,54272.10646,4197.817481,4006.104044,277,Math & Statistics,27
2019,2019,252030,Service,TRUE,TRUE,22782,61538.58101,3554.424576,5639.519757,607,Math & Statistics,27
2019,2019,271024,Graphic designers,TRUE,TRUE,836,60367.86842,83299.19742,709.8665317,10,Math & Statistics,27
2019,2019,1191XX,Office Management,TRUE,TRUE,6094,73445.69977,6316.256152,6989.611274,887,Visual & Performing Arts,50
2019,2019,251000,Digital Marketing,TRUE,TRUE,24696,55379.04811,3451.580845,7143.070782,898,Visual & Performing Arts,50
2019,2019,252020,Elementary & middle school teachers,TRUE,TRUE,20641,49767.13764,2949.89537,7389.368656,927,Visual & Performing Arts,50
2019,2019,252030,Service,TRUE,TRUE,33365,54415.44233,2875.536896,5670.568792,582,Visual & Performing Arts,50
2019,2019,271024,Graphic designers,TRUE,TRUE,52129,54287.29908,2851.226081,8218.133448,1112,Visual & Performing Arts,50
